item_name,item_brand,item_main_category,item_sub_category,Best_Profit_GBP_Per_Item,Best_Profit_Margin_Per_Item
si passione edp kadin perfume set 30 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,21.3,0.5325
sleeveless,Nike,Homewear & Underwear,Undershirts,21.3,0.5325
hoodie,Salomon,Suits & Tops,Sweatshirts,28.4,0.5325
raincoat,Timberland,Outerwear,Coats,42.6,0.5325
code edp perfume 110 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,42.6,0.5325
gınza murasaki eau de parfum 90 ml,Shiseido,Cosmetics & Makeup & Selfcare,Perfume,55.9,0.5323809523809524
puffer coat,Billabong,Outerwear,Coats,34.6,0.53230769230769237
beanie,Benetton,Accessories,Scarves & Winter Hats & Gloves,14.9,0.532
facial cleanser,Clarins,Cosmetics & Makeup & Selfcare,Selfcare,15.8,0.532
makeup bag,Benetton,Shoes & Bags,Bags,23.3,0.532
backpack,Benetton,Shoes & Bags,Bags,26.3,0.532
sneaker,Benetton,Shoes & Bags,Shoes,20.4,0.532
highlighter,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.2,0.532
code femme satin edp 75 ml women perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,13.3,0.532
flipflops,Camper,Shoes & Bags,Flipflops & Slippers,13.3,0.532
outdoor boots,Keen,Shoes & Bags,Shoes,30.2,0.532
my way edp women perfume set 90 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,45.2,0.531764705882353
ld370700 men perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,31.9,0.53166666666666662
acqua di gio profondo edp 200ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,63.8,0.53166666666666662
polo shirt,Columbia,Suits & Tops,T-shirts,44.3,0.53142857142857147
sweatshirt,Kappa,Suits & Tops,Sweatshirts,27.7,0.53142857142857147
blender,Kitchen Aid,Home & Decoration,Home & Decoration,79.7,0.53133333333333332
he edt 50 ml men perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,23.9,0.53111111111111109
eye cream,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,86.5,0.53103448275862064
bender,Kitchen Aid,Home & Decoration,Home & Decoration,130.1,0.53102040816326523
vest,Nautica,Outerwear,Vests,29.2,0.53090909090909089
heeled boots,Caterpillar,Shoes & Bags,Shoes,31.4,0.53090909090909089
sweatshirt,Karl Lagerfeld,Suits & Tops,Sweatshirts,129.9,0.53020408163265309
lipstick,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,20.7,0.53
backpack,Aeropostale,Shoes & Bags,Bags,22.7,0.53
espadrille,Aeropostale,Shoes & Bags,Shoes,10.6,0.53
shoulder bag,Aeropostale,Shoes & Bags,Bags,14.9,0.53
sweatshirt,Vans,Suits & Tops,Sweatshirts,42.7,0.53
mascara,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.6,0.53
brush,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,33.6,0.53
boots,Levis,Shoes & Bags,Shoes,27.8,0.53
backpack,Skechers,Shoes & Bags,Bags,23.6,0.53
hoodie,Kappa,Suits & Tops,Sweatshirts,26.5,0.53
wallet,adidas,Accessories,Wallets & Sleeves,5.3,0.53
sandals,Desigual,Shoes & Bags,Shoes,51.3,0.53
deodorant,Lancome,Cosmetics & Makeup & Selfcare,Selfcare,10.6,0.53
eyeliner,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.6,0.53
nailcare set,Dior,Cosmetics & Makeup & Selfcare,Selfcare,15.9,0.53
hoodie,Nautica,Suits & Tops,Sweatshirts,12.8,0.53
gaiter,Jack Wolfskin,Accessories,Scarves & Winter Hats & Gloves,5.3,0.53
sandals,Quiksilver,Shoes & Bags,Shoes,10.6,0.53
puffer coat,Guess,Outerwear,Coats,143.9,0.52999999999999992
tie,George Hogg,Accessories,Ties,4.3,0.52857142857142858
beanie,Jack & Jones,Accessories,Scarves & Winter Hats & Gloves,5.0,0.52857142857142858
sweatshirt,Pierre Cardin,Suits & Tops,Sweatshirts,47.1,0.52857142857142858
shoelace,Salomon,Accessories,Other,3.7,0.52857142857142858
jacket,adidas,Outerwear,Jackets,78.0,0.52857142857142858
jacket,George Hogg,Outerwear,Jackets,39.0,0.52857142857142858
dress,adidas,Suits & Tops,Dresses & Jumpsuits,42.5,0.52857142857142858
postman bag,Aeropostale,Shoes & Bags,Bags,13.2,0.528
eye pencil,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,13.2,0.528
moisturiser,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,94.8,0.528
sneaker,Aeropostale,Shoes & Bags,Shoes,30.7,0.528
coat,Reebok,Outerwear,Coats,31.1,0.52750000000000008
snow bootss,Aeropostale,Shoes & Bags,Shoes,26.1,0.52750000000000008
foundation,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,21.1,0.52750000000000008
hooded jacket,adidas,Outerwear,Jackets,34.2,0.52727272727272723
face cream,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,123.5,0.52727272727272723
shirt,Lee,Suits & Tops,Shirts,33.0,0.52666666666666673
swim shorts,Quiksilver,Beachwear,Swimwear,28.1,0.52666666666666673
wallet,Calvin Klein,Accessories,Wallets & Sleeves,43.3,0.52666666666666673
wristband,Swarovski,Accessories,Jewellery,57.9,0.52666666666666673
earrings,Swarovski,Accessories,Jewellery,66.4,0.52666666666666673
hiking shoes,Aeropostale,Shoes & Bags,Shoes,12.4,0.52666666666666673
necklace,Swarovski,Accessories,Jewellery,90.6,0.52666666666666673
ring,Swarovski,Accessories,Jewellery,46.6,0.52666666666666673
blusher,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,10.4,0.52666666666666673
duffle bag,Aeropostale,Shoes & Bags,Bags,11.5,0.52666666666666673
shorts,Helly Hansen,Bottoms,Shorts,29.3,0.52666666666666673
dress,Tommy Jeans,Suits & Tops,Dresses & Jumpsuits,43.4,0.52666666666666673
wellies,Benetton,Shoes & Bags,Shoes,10.1,0.52666666666666673
cuff,Under Armour,Accessories,Other,7.9,0.52666666666666673
short-sleeved shirt,Wrangler,Suits & Tops,Shirts,7.9,0.52666666666666673
trench coat,George Hogg,Outerwear,Coats,15.8,0.52666666666666673
denim jacket,Tommy Jeans,Outerwear,Jackets,55.0,0.52625
bvlgarı man terrae essence men perfume set (100ml edp + 15ml edp),Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,42.1,0.52625
sneakers,Ugg,Shoes & Bags,Shoes,57.0,0.52615384615384619
amber women edp 80 ml women perfume,Prada,Cosmetics & Makeup & Selfcare,Perfume,60.5,0.52608695652173909
dress,Desigual,Beachwear,Beachwear Other,52.6,0.526
jacket,Tommy Jeans,Outerwear,Jackets,98.4,0.526
body cream,Clarins,Cosmetics & Makeup & Selfcare,Selfcare,26.3,0.526
bby hero edp 150 ml perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,52.6,0.526
splendida iris d`or edp 100 ml women perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,55.2,0.52571428571428569
snow bootss,Ugg,Shoes & Bags,Shoes,110.4,0.52571428571428569
outdoor boots,Benetton,Shoes & Bags,Shoes,18.4,0.52571428571428569
coat,Desigual,Outerwear,Coats,160.3,0.52557377049180332
bvlgarı rose goldea blossom delight edt75 ml perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,47.3,0.52555555555555555
outdoor shoes,Helly Hansen,Shoes & Bags,Shoes,92.5,0.52526315789473688
scarf,Levis,Accessories,Scarves & Winter Hats & Gloves,4.1,0.525
boxers,National Geographic,Homewear & Underwear,"Boxers, Trunks & Slips",4.1,0.525
lipstick,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.0,0.525
sleeveless,U.S. Polo Assn.,Homewear & Underwear,Undershirts,4.7,0.525
beach towel,Aeropostale,Beachwear,Beachwear Other,3.6,0.525
slippers,Levis,Shoes & Bags,Flipflops & Slippers,7.6,0.525
bikini,Tommy Hilfiger,Beachwear,Swimwear,21.0,0.525
beach towel,Quiksilver,Beachwear,Beachwear Other,12.1,0.525
waist bag,Aeropostale,Shoes & Bags,Bags,7.2,0.525
concealer,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,13.0,0.525
swimsuit,Quiksilver,Beachwear,Swimwear,36.2,0.525
nightgown,Calvin Klein,Homewear & Underwear,Pyjamas,10.5,0.525
keyring,Swarovski,Accessories,Jewellery,16.1,0.525
blouse,Calvin Klein,Suits & Tops,T-shirts,10.5,0.525
boots,New Balance,Shoes & Bags,Shoes,10.5,0.525
waterwings,Asics,Accessories,Other,10.5,0.525
coat,Puma,Outerwear,Coats,59.3,0.525
deodorant,Swarovski,Cosmetics & Makeup & Selfcare,Selfcare,4.2,0.525
sunscreen,Estee Lauder,Cosmetics & Makeup & Selfcare,Selfcare,4.2,0.525
shower gel,Armani,Cosmetics & Makeup & Selfcare,Perfume,4.2,0.525
bronzer,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,4.2,0.525
sunglasses,Tommy Hilfiger,Accessories,Eyewear,60.3,0.52461538461538459
swim shorts,Tommy Hilfiger,Beachwear,Swimwear,34.7,0.52444444444444449
sneaker,Tommy Hilfiger,Shoes & Bags,Shoes,64.5,0.52444444444444449
eye pencil,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,23.6,0.52444444444444449
card sleeve,Calvin Klein,Accessories,Wallets & Sleeves,36.7,0.52428571428571435
vest,Nike,Outerwear,Vests,49.8,0.52421052631578946
coat,Calvin Klein,Outerwear,Coats,141.9,0.52413793103448281
joggers,Converse,Bottoms,Joggers & Leggings,19.9,0.524
lifestyle shoes,New Balance,Shoes & Bags,Shoes,72.1,0.524
coat,Under Armour,Outerwear,Coats,98.0,0.524
swimsuit,Tommy Hilfiger,Beachwear,Swimwear,33.6,0.524
outdoor shoes,The North Face,Shoes & Bags,Shoes,95.3,0.524
jeans,Tommy Hilfiger,Bottoms,Trousers,54.6,0.524
cardigan,Jack & Jones,Suits & Tops,Jumpers,13.1,0.524
scarf,Tommy Hilfiger,Accessories,Scarves & Winter Hats & Gloves,13.1,0.524
facial cleanser,Guerlain,Cosmetics & Makeup & Selfcare,Selfcare,26.2,0.524
coat,Puma,Suits & Tops,Sweatshirts,26.2,0.524
ski goggles,Quiksilver,Accessories,Eyewear,55.0,0.52380952380952384
stronger with you intensely edp perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,28.8,0.52363636363636368
emporio stronger with you only edt 100 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,36.6,0.52285714285714291
code profumo 200 ml men perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,36.6,0.52285714285714291
si passione eclat edp 100 ml perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,54.9,0.5228571428571428
running shoes,New Balance,Shoes & Bags,Shoes,94.1,0.52277777777777779
jacket,Dockers,Outerwear,Coats,39.2,0.52266666666666672
acqua di gio edt men perfume set 100 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,39.2,0.52266666666666672
crop top,Pierre Cardin,Homewear & Underwear,Bras,5.1,0.52222222222222225
beach bag,Aeropostale,Beachwear,Beachwear Other,7.7,0.52222222222222225
lip pencil,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,9.9,0.52222222222222225
makeup set,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,29.9,0.52222222222222225
pyjama shorts,U.S. Polo Assn.,Homewear & Underwear,Pyjamas,4.7,0.52222222222222225
shorts,Jack & Jones,Beachwear,Beachwear Other,4.7,0.52222222222222225
jacket,Guess,Outerwear,Jackets,77.2,0.522
lifestyle shoes,The North Face,Shoes & Bags,Shoes,38.6,0.522
phone case,Karl Lagerfeld,Accessories,Other,83.4,0.52125
shirt,Columbia,Suits & Tops,Shirts,49.5,0.52105263157894732
face cream,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,133.5,0.52105263157894732
jumper,Dockers,Suits & Tops,Jumpers,21.7,0.52
jumper,George Hogg,Suits & Tops,Jumpers,18.2,0.52
shorts,Levis,Bottoms,Shorts,23.1,0.52
vest,Pierre Cardin,Outerwear,Vests,39.0,0.52
sunscreen,Clarins,Cosmetics & Makeup & Selfcare,Selfcare,44.0,0.52
hoodie,Pierre Cardin,Suits & Tops,Sweatshirts,21.5,0.52
eyeshadow,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,8.8,0.52
dress shoes,Levis,Shoes & Bags,Shoes,11.9,0.52
polo shirt,Hummel,Suits & Tops,T-shirts,10.4,0.52
eyeshadow,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.6,0.52
sweatshirt,Wrangler,Suits & Tops,Sweatshirts,19.6,0.52
outdoor shoes,Aeropostale,Shoes & Bags,Shoes,7.8,0.52
skirt,Benetton,Bottoms,Skirts,20.1,0.52
moisturiser,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,92.1,0.52
hoodie,Wrangler,Suits & Tops,Sweatshirts,12.5,0.52
sandals,Levis,Shoes & Bags,Shoes,10.4,0.52
charm,Swarovski,Accessories,Jewellery,12.0,0.52
cardigan,George Hogg,Suits & Tops,Jumpers,13.0,0.52
sleeveless,Vans,Homewear & Underwear,Undershirts,13.0,0.52
powder,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,21.3,0.52
hooded coat,Levis,Outerwear,Coats,13.0,0.52
short-sleeved shirt,Columbia,Suits & Tops,Shirts,20.8,0.52
hiking shoes,New Balance,Shoes & Bags,Shoes,12.9,0.52
sports bra,Hummel,Homewear & Underwear,Bras,14.5,0.52
face mask,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,59.8,0.52
hoodie,Vans,Suits & Tops,Sweatshirts,28.0,0.52
skin care set,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,98.2,0.52
tote bag,Levis,Shoes & Bags,Bags,5.2,0.52
dress,Aeropostale,Beachwear,Beachwear Other,7.8,0.52
boxer,Lee Cooper,Homewear & Underwear,"Boxers, Trunks & Slips",5.2,0.52
wallet,Puma,Accessories,Wallets & Sleeves,9.3,0.52
tote bag,Aeropostale,Shoes & Bags,Bags,10.4,0.52
powder,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.9,0.52
backpack,Jack & Jones,Shoes & Bags,Bags,10.4,0.52
leggings,Vans,Bottoms,Joggers & Leggings,15.6,0.52
joggers,Vans,Bottoms,Joggers & Leggings,18.2,0.52
facial cleanser,Estee Lauder,Cosmetics & Makeup & Selfcare,Selfcare,19.9,0.52
gaiter,Helly Hansen,Accessories,Scarves & Winter Hats & Gloves,9.6,0.52
jewellery set,Swarovski,Accessories,Jewellery,64.5,0.51875
tote bag,Desigual,Shoes & Bags,Bags,49.2,0.51875
moisturiser,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,33.7,0.51818181818181819
trousers,Tommy Hilfiger,Bottoms,Trousers,49.6,0.51777777777777778
clutch,Tommy Hilfiger,Shoes & Bags,Bags,22.0,0.51764705882352946
toaster,Kitchen Aid,Home & Decoration,Home & Decoration,77.6,0.51733333333333331
watch,Tommy Hilfiger,Accessories,Watches,140.1,0.5172
pen,Swarovski,Accessories,Jewellery,18.1,0.51714285714285724
sneakers,Timberland,Shoes & Bags,Shoes,53.4,0.51692307692307693
boots,Timberland,Shoes & Bags,Shoes,95.2,0.51684210526315788
boot,Tommy Hilfiger,Shoes & Bags,Shoes,64.6,0.51679999999999993
shirt,Lee Cooper,Suits & Tops,Shirts,21.5,0.51666666666666672
tank top,Hummel,Suits & Tops,T-shirts,5.0,0.51666666666666672
tank top,National Geographic,Suits & Tops,T-shirts,4.3,0.51666666666666672
belt,Pierre Cardin,Accessories,Belts,7.4,0.51666666666666672
foundation,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,18.0,0.51666666666666672
umbrella,Pierre Cardin,Accessories,Other,7.7,0.51666666666666672
shirt,National Geographic,Suits & Tops,Shirts,21.9,0.51666666666666672
baby bedding,Nike,Home & Decoration,Bedding,7.0,0.51666666666666672
scarf,Benetton,Accessories,Scarves & Winter Hats & Gloves,17.6,0.51666666666666672
lifestyle shoes,Timberland,Shoes & Bags,Shoes,69.3,0.51666666666666672
sandals,Timberland,Shoes & Bags,Shoes,40.7,0.51666666666666672
cosmetic bag,Tommy Hilfiger,Shoes & Bags,Bags,15.5,0.51666666666666672
splendida iris d`or edp 50 ml women perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,31.0,0.51666666666666672
lifestyle shoes,Quiksilver,Shoes & Bags,Shoes,3.1,0.51666666666666672
thermals,U.S. Polo Assn.,Homewear & Underwear,Undershirts,3.1,0.51666666666666672
coat,Asics,Outerwear,Coats,34.4,0.51636363636363636
man in black jumbo edp 150 ml men perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,56.8,0.51636363636363636
coat,Billabong,Outerwear,Jackets,136.8,0.51622641509433964
jacket,Nike,Outerwear,Jackets,57.400000000000006,0.516
sports bra,Salomon,Homewear & Underwear,Bras,12.9,0.516
gloves,The North Face,Accessories,Scarves & Winter Hats & Gloves,22.7,0.516
85 ml perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,25.8,0.516
heeled shoes,Timberland,Shoes & Bags,Shoes,28.2,0.516
ocean edt 150 ml perfume,Prada,Cosmetics & Makeup & Selfcare,Perfume,51.6,0.516
man in black edp 150 ml men perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,51.6,0.516
bvlgarı man in black men perfume set (100ml edp + 15ml edp),Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,38.7,0.516
bvlgarı man glacıal essence men perfume set (100ml edp + 15ml edp),Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,38.7,0.516
puffer coat,Puma,Outerwear,Coats,49.0,0.51578947368421058
coat,Salomon,Outerwear,Coats,82.8,0.51571428571428568
goldea the roman night edp 75 ml women perfume set,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,36.1,0.51571428571428568
puffer coat,Calvin Klein,Outerwear,Coats,134.8,0.51565217391304341
windbreaker,Salomon,Outerwear,Coats,59.3,0.51565217391304341
running shoes,The North Face,Shoes & Bags,Shoes,65.6,0.51555555555555554
phone case,Pierre Cardin,Accessories,Other,10.3,0.515
joggers,Pierre Cardin,Bottoms,Joggers & Leggings,29.8,0.515
beanie,The North Face,Accessories,Scarves & Winter Hats & Gloves,16.1,0.515
jumper,Guess,Suits & Tops,Jumpers,46.3,0.515
powder,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,19.0,0.515
sandals,The North Face,Shoes & Bags,Shoes,30.9,0.515
slippers,The North Face,Shoes & Bags,Flipflops & Slippers,20.6,0.515
dress,Nike,Suits & Tops,Dresses & Jumpsuits,20.0,0.51428571428571435
pencilbox,Vans,Accessories,Other,4.6,0.51428571428571435
backpack,Levis,Shoes & Bags,Bags,21.7,0.51428571428571423
coat,Pierre Cardin,Outerwear,Vests,33.5,0.51428571428571423
backpack,The North Face,Shoes & Bags,Bags,75.0,0.51428571428571423
denim jacket,Guess,Outerwear,Jackets,51.4,0.514
joggers,Armani Exchange,Bottoms,Joggers & Leggings,82.2,0.51391304347826083
coat,Armani Exchange,Outerwear,Vests,159.3,0.51387096774193552
dress,Guess,Suits & Tops,Dresses & Jumpsuits,77.2,0.51384615384615384
skin care set,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,107.2,0.51333333333333342
serum,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,99.5,0.51333333333333342
wallet,Karl Lagerfeld,Accessories,Wallets & Sleeves,46.2,0.51333333333333342
tank top,Kappa,Homewear & Underwear,Undershirts,10.1,0.51333333333333331
sneakers,Levis,Shoes & Bags,Shoes,22.0,0.51333333333333331
polo shirt,Merrell,Suits & Tops,T-shirts,12.8,0.51333333333333331
blouse,Lee,Suits & Tops,T-shirts,7.7,0.51333333333333331
leggings,U.S. Polo Assn.,Bottoms,Joggers & Leggings,10.1,0.51333333333333331
face mask,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,94.4,0.51333333333333331
peeling,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,43.4,0.51333333333333331
lifestyle shoes,Aeropostale,Shoes & Bags,Shoes,10.2,0.51333333333333331
boxers,Lee Cooper,Homewear & Underwear,"Boxers, Trunks & Slips",4.4,0.5125
cufflink,Pierre Cardin,Accessories,Other,4.7,0.5125
eye cream,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,49.1,0.5125
short,Jack & Jones,Bottoms,Shorts,4.1,0.5125
waist bag,Benetton,Shoes & Bags,Bags,14.7,0.512
puffer vest,Reebok,Outerwear,Vests,17.9,0.51142857142857134
flipflops,New Balance,Shoes & Bags,Flipflops & Slippers,4.6,0.51111111111111107
sleeveless,Pierre Cardin,Homewear & Underwear,Undershirts,4.6,0.51111111111111107
jumpsuit,Desigual,Suits & Tops,Dresses & Jumpsuits,38.3,0.5106666666666666
lipstick,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,20.0,0.51
postman bag,Gap,Shoes & Bags,Bags,30.5,0.51
shoulder bag,Gap,Shoes & Bags,Bags,34.4,0.51
mascara,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,21.5,0.51
trousers,Quiksilver,Bottoms,Trousers,81.8,0.51
sports bra,Merrell,Homewear & Underwear,Bras,10.2,0.51
highlighter,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.3,0.51
waist bag,Helly Hansen,Shoes & Bags,Bags,15.3,0.51
necklace ucu,Swarovski,Accessories,Jewellery,5.1,0.51
tie,Swarovski,Accessories,Jewellery,10.2,0.51
waist bag,Versace Jeans,Shoes & Bags,Bags,66.3,0.51
powder,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,44.6,0.50888888888888884
foundation,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,36.9,0.50888888888888884
backpack,Gap,Shoes & Bags,Bags,31.5,0.50888888888888884
coat,Wrangler,Outerwear,Vests,40.7,0.50875
jacket,Billabong,Outerwear,Jackets,116.69999999999999,0.50818181818181818
wallet,U.S. Polo Assn.,Accessories,Wallets & Sleeves,15.0,0.508
eyeshadow,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,30.0,0.508
sweatshirt,Lee,Suits & Tops,Sweatshirts,42.9,0.508
hoodie,Lee,Suits & Tops,Sweatshirts,22.4,0.508
heeled boots,Timberland,Shoes & Bags,Shoes,38.1,0.508
jumpsuit,Nike,Suits & Tops,Dresses & Jumpsuits,25.4,0.508
vest,Wrangler,Outerwear,Vests,12.7,0.508
hooded jacket,Levis,Outerwear,Jackets,12.7,0.508
la femme intense edp 50 ml women perfume,Prada,Cosmetics & Makeup & Selfcare,Perfume,25.4,0.508
hooded jacket,Nike,Outerwear,Jackets,50.8,0.50769230769230766
coat,U.S. Polo Assn.,Outerwear,Coats,77.3,0.50750000000000006
puffer coat,U.S. Polo Assn.,Outerwear,Coats,54.5,0.50750000000000006
coat,Asics,Suits & Tops,Sweatshirts,27.9,0.50727272727272721
outdoor boots,The North Face,Shoes & Bags,Shoes,73.5,0.506896551724138
bby hero edp 50 ml perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,38.0,0.50666666666666671
body lotion,Estee Lauder,Cosmetics & Makeup & Selfcare,Selfcare,38.0,0.50666666666666671
jeans,Jack & Jones,Bottoms,Trousers,23.3,0.5066666666666666
hiking shoes,adidas,Shoes & Bags,Shoes,38.9,0.5066666666666666
sleeveless,Billabong,Homewear & Underwear,Undershirts,7.6,0.5066666666666666
joggers,Wrangler,Bottoms,Joggers & Leggings,21.2,0.5066666666666666
brow liner,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,11.1,0.5066666666666666
jumper,Nautica,Suits & Tops,Jumpers,17.7,0.5066666666666666
shirt,Swarovski,Accessories,Jewellery,9.5,0.5066666666666666
gloves,adidas,Accessories,Scarves & Winter Hats & Gloves,13.2,0.5066666666666666
goalkeeper gloves,adidas,Accessories,Scarves & Winter Hats & Gloves,10.2,0.5066666666666666
hat,Benetton,Accessories,Headwear,7.6,0.5066666666666666
belt,Wrangler,Accessories,Belts,7.6,0.5066666666666666
espadrille,Levis,Shoes & Bags,Shoes,7.6,0.5066666666666666
postman bag,Levis,Shoes & Bags,Bags,7.6,0.5066666666666666
brow kit,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,7.6,0.5066666666666666
hooded shirts,Pierre Cardin,Suits & Tops,Shirts,7.6,0.5066666666666666
coat,Levis,Outerwear,Jackets,25.3,0.506
hooded jacket,Guess,Outerwear,Jackets,53.1,0.50571428571428578
eye cream,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,106.80000000000001,0.5053333333333333
sweatshirt,Armani Exchange,Suits & Tops,Sweatshirts,68.2,0.50518518518518518
gloves,George Hogg,Accessories,Scarves & Winter Hats & Gloves,10.1,0.505
trousers,Benetton,Bottoms,Trousers,29.8,0.505
blusher,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,22.1,0.505
beanie,adidas,Accessories,Scarves & Winter Hats & Gloves,10.1,0.505
boots,adidas,Shoes & Bags,Shoes,38.4,0.505
swim shorts,Skechers,Beachwear,Swimwear,13.8,0.505
swim shorts,Jack & Jones,Beachwear,Swimwear,10.1,0.505
toner,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,42.9,0.505
lifestyle shoes,adidas,Shoes & Bags,Shoes,91.8,0.505
sunglasses,Michael Kors,Accessories,Eyewear,54.3,0.505
eyeshadow palette,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,20.2,0.505
suitcase,Levis,Shoes & Bags,Bags,11.9,0.505
brow liner,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,10.1,0.505
body lotion,Swarovski,Cosmetics & Makeup & Selfcare,Selfcare,10.1,0.505
eyeliner,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,10.1,0.505
basketball shoes,adidas,Shoes & Bags,Shoes,70.7,0.50461538461538458
outdoor shoes,adidas,Shoes & Bags,Shoes,129.8,0.50461538461538458
running shoes,adidas,Shoes & Bags,Shoes,114.0,0.50444444444444447
powder,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,16.5,0.504
belt,Armani Exchange,Accessories,Belts,29.9,0.504
blusher,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,17.4,0.504
hand cream,Lancome,Cosmetics & Makeup & Selfcare,Selfcare,12.6,0.504
jacket,Jack & Jones,Outerwear,Jackets,12.6,0.504
boots,George Hogg,Shoes & Bags,Shoes,43.9,0.50363636363636366
eye cream,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,64.5,0.50363636363636366
pin,Swarovski,Accessories,Jewellery,27.7,0.50363636363636366
sneaker,Caterpillar,Shoes & Bags,Shoes,42.8,0.50352941176470589
jeans,Benetton,Bottoms,Trousers,15.1,0.5033333333333333
foundation,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,23.9,0.5033333333333333
sweatshirt,Columbia,Suits & Tops,Sweatshirts,88.7,0.5033333333333333
