item_name,item_brand,item_main_category,item_sub_category,Best_Profit_GBP_Per_Item,Best_Profit_Margin_Per_Item
tote bag,Armani Exchange,Shoes & Bags,Bags,40.3,0.42421052631578943
swim shorts,Timberland,Beachwear,Swimwear,11.7,0.424
bikini,Calvin Klein,Beachwear,Swimwear,17.8,0.424
boots,Divarese,Shoes & Bags,Shoes,34.8,0.424
powder,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,17.1,0.424
heeled boots,Pierre Cardin,Shoes & Bags,Shoes,12.7,0.42333333333333328
jeans,Calvin Klein,Bottoms,Trousers,42.2,0.42333333333333328
dress shoes,Divarese,Shoes & Bags,Shoes,21.5,0.42333333333333328
eye cream,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,25.4,0.42333333333333328
watch,Hugo Boss,Accessories,Watches,143.9,0.4232352941176471
swim shorts,Calvin Klein,Beachwear,Swimwear,22.700000000000003,0.42285714285714288
football,adidas,Accessories,Sports Equipment,14.8,0.42285714285714288
sneakers,Divarese,Shoes & Bags,Shoes,19.8,0.42285714285714288
duffle bag,Pierre Cardin,Shoes & Bags,Bags,16.2,0.42285714285714288
wrist bag,Under Armour,Shoes & Bags,Bags,14.8,0.42285714285714288
sunglasses,Under Armour,Accessories,Eyewear,52.7,0.4225
suitcase,Pierre Cardin,Shoes & Bags,Bags,16.7,0.42222222222222222
earrings,Calvin Klein,Accessories,Jewellery,19.0,0.42222222222222222
outdoor boots,Salomon,Shoes & Bags,Shoes,41.4,0.42210526315789476
backpack,Lancaster,Shoes & Bags,Bags,44.400000000000006,0.42200000000000004
trousers,Calvin Klein,Bottoms,Trousers,43.4,0.42200000000000004
backpack,Salomon,Shoes & Bags,Bags,29.5,0.42142857142857143
clutch,Love Moschino,Shoes & Bags,Bags,63.2,0.42125
powder,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,2.1,0.42000000000000004
lifestyle shoes,Hummel,Shoes & Bags,Shoes,24.5,0.42000000000000004
hiking shoes,Hummel,Shoes & Bags,Shoes,13.899999999999999,0.42000000000000004
running shoes,Hummel,Shoes & Bags,Shoes,21.4,0.42000000000000004
swim shorts,Reebok,Beachwear,Swimwear,6.3000000000000007,0.42000000000000004
lifestyle shoes,Hush Puppies,Shoes & Bags,Shoes,36.4,0.42000000000000004
kneepad,Asics,Accessories,Sports Equipment,7.6999999999999993,0.42000000000000004
outdoor shoes,Hummel,Shoes & Bags,Shoes,19.4,0.42000000000000004
basketball,adidas,Accessories,Sports Equipment,11.5,0.42000000000000004
gloves,Puma,Accessories,Scarves & Winter Hats & Gloves,3.2,0.42000000000000004
deodorant,Karl Lagerfeld,Cosmetics & Makeup & Selfcare,Selfcare,4.2,0.42000000000000004
nail polish,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,6.3000000000000007,0.42000000000000004
jumpsuit,National Geographic,Suits & Tops,Dresses & Jumpsuits,10.3,0.42000000000000004
eye base,Bobbi Brown,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,12.600000000000001,0.42000000000000004
juicer,Philips,Home & Decoration,Home & Decoration,42.900000000000006,0.42
cardigan,National Geographic,Suits & Tops,Jumpers,16.8,0.42
cleansing oil,Bobbi Brown,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,18.9,0.42
watch,Fossil,Accessories,Watches,108.9,0.41925925925925922
pan,Smeg,Home & Decoration,Home & Decoration,62.400000000000006,0.41916666666666663
sea shoes,Merrell,Shoes & Bags,Shoes,20.9,0.418
running shoes,Merrell,Shoes & Bags,Shoes,26.299999999999997,0.418
hooded jacket,Columbia,Outerwear,Jackets,35.5,0.41764705882352943
pot,Zwilling,Home & Decoration,Home & Decoration,35.5,0.41764705882352943
sandals,Merrell,Shoes & Bags,Shoes,33.4,0.4175
boots,Merrell,Shoes & Bags,Shoes,73.9,0.4175
outdoor shoes,Columbia,Shoes & Bags,Shoes,98.6,0.4175
blender,Zwilling,Home & Decoration,Home & Decoration,55.099999999999994,0.41739130434782606
outdoor shoes,Merrell,Shoes & Bags,Shoes,72.1,0.41733333333333328
sneakers,Hummel,Shoes & Bags,Shoes,20.4,0.4171428571428572
travel bag,Guess,Shoes & Bags,Bags,29.200000000000003,0.4171428571428572
hat,Karl Lagerfeld,Accessories,Headwear,29.200000000000003,0.4171428571428572
boots,Columbia,Shoes & Bags,Shoes,97.199999999999989,0.41696969696969693
body cream,Pierre Cardin,Cosmetics & Makeup & Selfcare,Selfcare,2.5,0.41666666666666669
beanie,Lee,Accessories,Scarves & Winter Hats & Gloves,2.8,0.41666666666666669
basketball,Nike,Accessories,Sports Equipment,2.5,0.41666666666666669
beanie,Wrangler,Accessories,Scarves & Winter Hats & Gloves,2.9000000000000004,0.41666666666666669
face mask,La Mer,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,35.4,0.41647058823529409
cosmetic bag,Pierre Cardin,Shoes & Bags,Bags,10.4,0.41600000000000004
snow bootss,Pierre Cardin,Shoes & Bags,Shoes,12.2,0.41600000000000004
cosmetic bag,Nautica,Shoes & Bags,Bags,10.4,0.41600000000000004
coat,Pierre Cardin,Outerwear,Jackets,35.3,0.41529411764705881
beanie,Vans,Accessories,Scarves & Winter Hats & Gloves,8.8,0.41500000000000004
postman bag,Divarese,Shoes & Bags,Bags,16.5,0.41500000000000004
briefcase,Divarese,Shoes & Bags,Bags,9.7,0.41500000000000004
foundation,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,21.799999999999997,0.41500000000000004
gaiter,National Geographic,Accessories,Scarves & Winter Hats & Gloves,3.2,0.41428571428571431
sandals,National Geographic,Shoes & Bags,Shoes,9.3,0.41428571428571431
lip gloss,Bobbi Brown,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,12.3,0.41428571428571431
trousers,Under Armour,Bottoms,Trousers,39.3,0.41368421052631577
sandals,Divarese,Shoes & Bags,Shoes,18.6,0.41333333333333339
hand bag,Divarese,Shoes & Bags,Bags,26.4,0.41333333333333339
hat,National Geographic,Accessories,Headwear,6.1999999999999993,0.41333333333333327
sneakers,National Geographic,Shoes & Bags,Shoes,14.100000000000001,0.41333333333333327
shorts,Lee,Bottoms,Shorts,10.899999999999999,0.41333333333333327
face cream,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,12.600000000000001,0.41333333333333327
deodorant,Bvlgari,Cosmetics & Makeup & Selfcare,Selfcare,12.399999999999999,0.41333333333333327
jacket,Lee Cooper,Outerwear,Jackets,6.1999999999999993,0.41333333333333327
outdoor boots,Pierre Cardin,Shoes & Bags,Shoes,11.100000000000001,0.41333333333333327
face mask,Clinique,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,9.9,0.41333333333333327
shampoo,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,9.9,0.41333333333333327
loafer,Divarese,Shoes & Bags,Shoes,9.4,0.41333333333333327
clutch,Lancaster,Shoes & Bags,Bags,12.399999999999999,0.41333333333333327
boot,Pierre Cardin,Shoes & Bags,Shoes,16.2,0.41333333333333327
hobo bag,Lancaster,Shoes & Bags,Bags,35.1,0.41294117647058826
face mask,adidas,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,3.3,0.4125
swimsuit,Calvin Klein,Beachwear,Swimwear,25.799999999999997,0.4125
outdoor shoes,U.S. Polo Assn.,Shoes & Bags,Shoes,3.8,0.4125
slippers,Birkenstock,Shoes & Bags,Flipflops & Slippers,71.6,0.41200000000000003
shoulder bag,Puma,Shoes & Bags,Bags,3.5,0.41176470588235292
boot,Hush Puppies,Shoes & Bags,Shoes,31.799999999999997,0.41166666666666674
outdoor boots,National Geographic,Shoes & Bags,Shoes,34.1,0.41142857142857137
suitcase,National Geographic,Accessories,Luggage,47.0,0.41125
beanie,National Geographic,Accessories,Scarves & Winter Hats & Gloves,3.7,0.41111111111111115
straw,Zwilling,Home & Decoration,Home & Decoration,3.7,0.41111111111111115
boots,Reebok,Shoes & Bags,Shoes,3.7,0.41111111111111115
toaster,Philips,Home & Decoration,Home & Decoration,34.9,0.41058823529411764
coffee machine,Philips,Home & Decoration,Home & Decoration,120.9,0.41030303030303034
air purifier,Philips,Home & Decoration,Home & Decoration,88.2,0.41023255813953491
clutch,Havaianas,Shoes & Bags,Bags,12.3,0.41000000000000003
flipflops,Birkenstock,Shoes & Bags,Flipflops & Slippers,13.399999999999999,0.41
watch,Skechers,Accessories,Watches,8.2,0.41
jeans,Nautica,Bottoms,Trousers,8.2,0.41
kettle,Zwilling,Home & Decoration,Home & Decoration,41.099999999999994,0.40909090909090912
dress,Columbia,Suits & Tops,Dresses & Jumpsuits,14.3,0.40857142857142859
lip balm,Tom Ford,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.3,0.40857142857142859
cross body bag,Karl Lagerfeld,Shoes & Bags,Bags,149.4,0.40846153846153843
noır extreme set,Tom Ford,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,38.8,0.40842105263157891
sneaker,Karl Lagerfeld,Shoes & Bags,Shoes,108.19999999999999,0.40830188679245277
outdoor boots,Merrell,Shoes & Bags,Shoes,83.6,0.40769230769230769
skirt,Pierre Cardin,Bottoms,Skirts,28.4,0.40666666666666662
shorts,Hummel,Bottoms,Shorts,7.8000000000000007,0.40666666666666662
gloves,Columbia,Accessories,Scarves & Winter Hats & Gloves,9.7,0.40666666666666662
blusher,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,20.3,0.40666666666666662
dress,Hummel,Suits & Tops,Dresses & Jumpsuits,6.1,0.40666666666666662
toner,Clinique,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,6.1,0.40666666666666662
cutlery sets,Pierre Cardin,Home & Decoration,Home & Decoration,72.2,0.40571428571428569
flipflops,Armani Exchange,Shoes & Bags,Flipflops & Slippers,22.700000000000003,0.4054545454545454
ballet flats,Divarese,Shoes & Bags,Shoes,11.0,0.40499999999999997
face mask,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,21.700000000000003,0.40499999999999997
flip flops,Calvin Klein,Shoes & Bags,Flipflops & Slippers,8.1,0.40499999999999997
milk frother,Smeg,Home & Decoration,Home & Decoration,100.19999999999999,0.40484848484848479
watch,Calvin Klein,Accessories,Watches,63.400000000000006,0.4046153846153846
sunglasses,Ray-Ban,Accessories,Eyewear,71.6,0.40444444444444444
flipflops,Love Moschino,Shoes & Bags,Flipflops & Slippers,37.5,0.40428571428571425
postman bag,Lancaster,Shoes & Bags,Bags,32.3,0.40399999999999997
backpack,Divarese,Shoes & Bags,Bags,25.700000000000003,0.40399999999999997
briefcase,Calvin Klein,Shoes & Bags,Bags,10.1,0.40399999999999997
slippers,Divarese,Shoes & Bags,Flipflops & Slippers,12.2,0.40399999999999997
nail polish,Under Armour,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,10.1,0.40399999999999997
jacket,Vans,Outerwear,Jackets,58.5,0.40344827586206894
shorts,Vans,Bottoms,Shorts,12.100000000000001,0.40333333333333338
outdoor shoes,National Geographic,Shoes & Bags,Shoes,19.0,0.40285714285714291
makeup premier,La Mer,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.100000000000001,0.40266666666666673
sneakers,Harley Davidson,Shoes & Bags,Shoes,16.9,0.4025
outdoor boot,National Geographic,Shoes & Bags,Shoes,29.1,0.4025
sneaker,National Geographic,Shoes & Bags,Shoes,16.1,0.4025
lifestyle shoes,Birkenstock,Shoes & Bags,Shoes,16.1,0.4025
hiking shoes,Lacoste,Shoes & Bags,Shoes,16.1,0.4025
coffee grinder,Smeg,Home & Decoration,Home & Decoration,112.69999999999999,0.40249999999999997
juicer,Smeg,Home & Decoration,Home & Decoration,414.5,0.40242718446601944
sandals,Birkenstock,Shoes & Bags,Shoes,22.1,0.40181818181818185
vacuum,Philips,Home & Decoration,Home & Decoration,70.3,0.40171428571428569
trousers,U.S. Polo Assn.,Bottoms,Trousers,17.7,0.4
slippers,National Geographic,Shoes & Bags,Flipflops & Slippers,8.6000000000000014,0.4
flipflops,National Geographic,Shoes & Bags,Flipflops & Slippers,2.4,0.4
eye makeup remover,Clinique,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,2.0,0.4
backpack,Hummel,Shoes & Bags,Bags,10.8,0.4
lip gloss,Clinique,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,2.0,0.4
shorts,Lee Cooper,Bottoms,Shorts,9.1,0.4
shorts,National Geographic,Bottoms,Shorts,9.8,0.4
jeans,U.S. Polo Assn.,Bottoms,Trousers,17.3,0.4
swim shorts,U.S. Polo Assn.,Beachwear,Swimwear,7.6999999999999993,0.4
peeling,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,13.600000000000001,0.4
wrist bag,National Geographic,Shoes & Bags,Bags,6.0,0.4
boots,National Geographic,Shoes & Bags,Shoes,29.4,0.4
sandals,U.S. Polo Assn.,Shoes & Bags,Shoes,6.0,0.4
hat,Columbia,Accessories,Headwear,10.0,0.4
makeup bag,Guess,Shoes & Bags,Bags,8.0,0.4
lip balm,Bobbi Brown,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,10.0,0.4
trousers,Karl Lagerfeld,Bottoms,Trousers,66.0,0.4
mascara,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,1.6,0.4
concealer,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,1.9,0.4
beanie,Hummel,Accessories,Scarves & Winter Hats & Gloves,1.9000000000000004,0.4
brow liner,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,0.8,0.4
peeling,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,0.8,0.4
eyeshadow,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,0.8,0.4
moisturiser,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,1.2,0.4
deodorant,Pierre Cardin,Cosmetics & Makeup & Selfcare,Selfcare,1.2,0.4
gloves,National Geographic,Accessories,Scarves & Winter Hats & Gloves,3.0,0.39999999999999997
scarf,U.S. Polo Assn.,Accessories,Shawls,5.6,0.39999999999999997
wristband,Pierre Cardin,Accessories,Jewellery,5.4,0.39999999999999997
cutlery sets,Zwilling,Home & Decoration,Home & Decoration,43.0,0.39999999999999997
lip pencil,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,1.2,0.39999999999999997
shampoo,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,1.4,0.39999999999999997
highlighter,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,2.8,0.39999999999999997
pencil case,U.S. Polo Assn.,Shoes & Bags,Bags,1.2,0.39999999999999997
sunscreen,Pierre Cardin,Cosmetics & Makeup & Selfcare,Selfcare,1.2,0.39999999999999997
hair removal cream,Pierre Cardin,Cosmetics & Makeup & Selfcare,Selfcare,1.2,0.39999999999999997
tennis wristband,Reebok,Accessories,Sports Equipment,1.2,0.39999999999999997
slippers,Dkny,Shoes & Bags,Flipflops & Slippers,41.8,0.39809523809523806
backpack,Dkny,Shoes & Bags,Bags,83.699999999999989,0.398
clutch,Dkny,Shoes & Bags,Bags,77.6,0.39794871794871794
shorts,Columbia,Bottoms,Shorts,29.1,0.39777777777777773
hiking shoes,Columbia,Shoes & Bags,Shoes,18.299999999999997,0.39749999999999996
shorts,Merrell,Bottoms,Shorts,13.899999999999999,0.39714285714285708
laptop bag,Armani Exchange,Shoes & Bags,Bags,79.4,0.397
after shave,Prada,Cosmetics & Makeup & Selfcare,Selfcare,19.8,0.396
slippers,Hush Puppies,Shoes & Bags,Flipflops & Slippers,8.8999999999999986,0.395
eye pencil,Clinique,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,7.9,0.395
travel bag,Calvin Klein,Shoes & Bags,Bags,7.9,0.395
ballet flats,Hush Puppies,Shoes & Bags,Shoes,7.9,0.395
brow liner,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,7.9,0.395
tote bag,Divarese,Shoes & Bags,Bags,7.9,0.395
shoelace,Under Armour,Shoes & Bags,Bags,30.6,0.39483870967741935
backpack,National Geographic,Shoes & Bags,Bags,11.2,0.39333333333333337
clutch,Divarese,Shoes & Bags,Bags,17.4,0.39333333333333337
slippers,Vans,Shoes & Bags,Flipflops & Slippers,11.8,0.39333333333333337
goalkeeper gloves,Puma,Accessories,Scarves & Winter Hats & Gloves,5.9,0.39333333333333337
cardigan,Wrangler,Suits & Tops,Jumpers,7.8000000000000007,0.39333333333333337
duffle bag,National Geographic,Shoes & Bags,Bags,7.8999999999999986,0.39333333333333337
bag accessories,U.S. Polo Assn.,Shoes & Bags,Bags,5.9,0.39333333333333337
kettle,Philips,Home & Decoration,Home & Decoration,11.8,0.39333333333333337
wallet,Philips,Home & Decoration,Home & Decoration,21.6,0.39272727272727276
backpack,Asics,Shoes & Bags,Bags,9.8,0.392
grater,Zwilling,Home & Decoration,Home & Decoration,13.7,0.3914285714285714
flipflops,Karl Lagerfeld,Shoes & Bags,Flipflops & Slippers,31.299999999999997,0.39125
cardigan,Lee Cooper,Suits & Tops,Jumpers,17.6,0.39111111111111113
trousers,Pierre Cardin,Bottoms,Trousers,29.200000000000003,0.39
jeans,Pierre Cardin,Bottoms,Trousers,24.6,0.39
sports bag,Hummel,Shoes & Bags,Bags,9.5,0.39
jumpsuit,Hummel,Suits & Tops,Dresses & Jumpsuits,5.6,0.39
sneaker,Hummel,Shoes & Bags,Shoes,11.7,0.38999999999999996
hair accessories,Calvin Klein,Accessories,Sports Equipment,3.5,0.3888888888888889
makeup premier,Shiseido,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,23.299999999999997,0.38833333333333331
wristband,Armani,Accessories,Jewellery,58.2,0.388
slippers,Merrell,Shoes & Bags,Flipflops & Slippers,9.7,0.38799999999999996
hat,Converse,Accessories,Headwear,9.7,0.38799999999999996
pot set,Pierre Cardin,Home & Decoration,Home & Decoration,25.200000000000003,0.38769230769230772
eye makeup remover,Bobbi Brown,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,3.0999999999999996,0.38749999999999996
capri pants,Pierre Cardin,Bottoms,Shorts,7.6,0.38666666666666671
beanie,Columbia,Accessories,Scarves & Winter Hats & Gloves,5.8000000000000007,0.38666666666666671
sunglasses,Armani,Accessories,Eyewear,30.1,0.38666666666666671
football,Puma,Accessories,Sports Equipment,11.600000000000001,0.38666666666666671
headband,adidas,Accessories,Sports Equipment,5.8000000000000007,0.38666666666666671
trousers,Vans,Bottoms,Trousers,25.1,0.38615384615384618
headband,Under Armour,Accessories,Sports Equipment,5.3000000000000007,0.38571428571428573
bronzer,Lancaster,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,13.5,0.38571428571428573
bikini,Pierre Cardin,Beachwear,Swimwear,3.2,0.38571428571428573
boots,Lee Cooper,Shoes & Bags,Shoes,11.2,0.38499999999999995
makeup cleanser,Bobbi Brown,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,7.6999999999999993,0.38499999999999995
laptop bag,Divarese,Shoes & Bags,Bags,7.6999999999999993,0.38499999999999995
watch,Lacoste,Accessories,Watches,97.6,0.384
ironing board,Philips,Home & Decoration,Home & Decoration,9.6,0.384
watch,U.S. Polo Assn.,Accessories,Watches,49.7,0.38380952380952377
scarf,Calvin Klein,Accessories,Shawls,7.3999999999999986,0.3833333333333333
sunscreen,Lancome,Cosmetics & Makeup & Selfcare,Selfcare,4.6,0.3833333333333333
hiking shoes,National Geographic,Shoes & Bags,Shoes,13.399999999999999,0.38285714285714284
clutch,Karl Lagerfeld,Shoes & Bags,Bags,24.799999999999997,0.38153846153846149
tote bag,Dkny,Shoes & Bags,Bags,85.699999999999989,0.38088888888888883
waist bag,Dkny,Shoes & Bags,Bags,55.2,0.38068965517241382
trousers,Wrangler,Bottoms,Trousers,20.0,0.38
jeans,Wrangler,Bottoms,Trousers,18.1,0.38
outdoor boots,Hummel,Shoes & Bags,Shoes,11.3,0.38
sandals,Hush Puppies,Shoes & Bags,Shoes,6.8000000000000007,0.38
wristband,Calvin Klein,Accessories,Jewellery,15.2,0.38
neckwear,Merrell,Accessories,Scarves & Winter Hats & Gloves,5.6999999999999993,0.37999999999999995
skirt,Wrangler,Bottoms,Skirts,7.1,0.37999999999999995
outdoor boots,Columbia,Shoes & Bags,Shoes,75.800000000000011,0.37941176470588234
suitcase,National Geographic,Shoes & Bags,Bags,5.5,0.37777777777777782
sunglasses,Burberry,Accessories,Eyewear,73.5,0.37777777777777777
cardigan,Lee,Suits & Tops,Jumpers,13.2,0.37714285714285711
wristband,Fossil,Accessories,Jewellery,27.700000000000003,0.37666666666666671
brush,Pierre Cardin,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,1.5,0.375
scarf,National Geographic,Accessories,Scarves & Winter Hats & Gloves,2.8,0.375
flipflops,Hummel,Shoes & Bags,Flipflops & Slippers,1.5,0.375
sneakers,Lee Cooper,Shoes & Bags,Shoes,9.8,0.375
wrist bag,Vans,Shoes & Bags,Bags,9.2,0.375
slippers,Hush Puppies,Shoes & Bags,Shoes,7.5,0.375
watch,adidas,Accessories,Watches,15.0,0.375
puffer bag,U.S. Polo Assn.,Shoes & Bags,Bags,30.0,0.375
jacket,U.S. Polo Assn.,Shoes & Bags,Bags,30.0,0.375
coffee grinder,Delonghi,Home & Decoration,Home & Decoration,33.7,0.37444444444444447
toaster,Zwilling,Home & Decoration,Home & Decoration,41.099999999999994,0.3736363636363636
crampons,Puma,Shoes & Bags,Bags,22.299999999999997,0.37166666666666665
pencil case,National Geographic,Shoes & Bags,Bags,2.5999999999999996,0.37142857142857139
scarf,Pierre Cardin,Accessories,Shawls,16.7,0.37111111111111111
jumpsuit,Columbia,Suits & Tops,Dresses & Jumpsuits,11.100000000000001,0.37000000000000005
jeans,Lee,Bottoms,Trousers,18.4,0.37
waist bag,Converse,Shoes & Bags,Bags,7.4,0.37
swimsuit,Reebok,Beachwear,Swimwear,8.3999999999999986,0.37
vans vn0a3ui6v5g1 realm sarı-siyah sırtçantası,Vans,Shoes & Bags,Bags,7.4,0.37
outdoor boot,Columbia,Shoes & Bags,Shoes,86.6,0.37
swim shorts,Vans,Beachwear,Swimwear,16.6,0.36888888888888893
swimsuit,Pierre Cardin,Beachwear,Swimwear,9.2,0.368
